team_id,sprint_id,total_tasks,team_size,planned_story_points,completed_story_points,total_effort_minutes,total_time_spent,sprint_number,historical_velocity_avg,developer_availability_rate,absence_days_total,overtime_hours_total,concurrent_assignments,skill_match_ratio,avg_seniority_level,actual_sprint_cost
T2,S88,7,2,1.0,1.0,6654.0,0.0,3496,200.0,0.8,1,0.0,1.0,1.0,1.09861,1665.4
T2,S89,17,2,27.0,27.0,89820.0,0.0,3502,200.0,0.8,1,0.0,1.0,1.0,1.09861,9982.0
T2,S90,2,1,3.0,3.0,634.0,0.0,3508,200.0,0.9,0,0.0,0.5,1.0,0.693147,563.4
T2,S91,28,3,22.0,22.0,373316.0,0.0,3517,200.0,0.7,1,0.0,1.5,1.0,1.38629,38831.6
T2,S92,35,3,54.0,54.0,533005.0,0.0,3528,200.0,0.7,1,0.0,1.5,1.0,1.38629,54800.5
T2,S93,4,2,1.0,1.0,42199.0,0.0,3538,200.0,0.8,1,0.0,1.0,1.0,1.09861,5219.9
T2,S94,2,1,1.0,1.0,94.0,0.0,3549,200.0,0.9,0,0.0,0.5,1.0,0.693147,509.4
T2,S95,6,2,16.0,16.0,218.0,0.0,3560,200.0,0.8,1,0.0,1.0,1.0,1.09861,1021.8
T2,S96,1,1,3.0,3.0,208.0,0.0,3569,200.0,0.9,0,0.0,0.5,1.0,0.693147,520.8
T2,S97,1,1,1.0,1.0,1234.0,0.0,3577,200.0,0.9,0,0.0,0.5,1.0,0.693147,623.4
T2,S99,2,1,4.0,4.0,64.0,0.0,3594,200.0,0.9,0,0.0,0.5,1.0,0.693147,506.4
T2,S100,3,1,5.0,5.0,524.0,0.0,3,47.5,0.9,0,0.0,0.5,1.0,0.693147,552.4
T2,S102,2,2,6.0,6.0,16.0,0.0,17,16.125,0.8,1,0.0,1.0,1.0,1.09861,1001.6
T2,S105,3,2,13.0,13.0,596.0,60.0,41,24.0,0.8,1,0.0,1.0,1.0,1.09861,1059.6
T2,S107,1,1,1.0,1.0,0.0,0.0,60,38.5932,0.9,0,0.0,0.5,1.0,0.693147,500.0
T2,S108,2,1,1.0,1.0,19774.0,0.0,70,37.4565,0.9,0,0.0,0.5,1.0,0.693147,2477.4
T2,S109,1,1,1.0,1.0,4246.0,0.0,79,34.2628,0.9,0,0.0,0.5,1.0,0.693147,924.6
T2,S113,3,1,3.0,3.0,207.0,0.0,111,30.2955,0.9,0,0.0,0.5,1.0,0.693147,520.7
T2,S116,8,3,40.0,40.0,918611.0,0.0,139,25.279,0.7,1,0.0,1.5,1.0,1.38629,93361.1
T2,S117,8,2,30.0,30.0,36030.0,120.0,148,24.1803,0.8,1,0.0,1.0,1.0,1.09861,4603.0
T2,S118,2,2,6.0,6.0,89037.0,0.0,155,23.2922,0.8,1,0.0,1.0,1.0,1.09861,9903.7
T2,S120,9,2,20.0,20.0,147858.0,120.0,167,22.3614,0.8,1,0.0,1.0,1.0,1.09861,15785.8
T3,S125,1,1,0.0,0.0,501.0,0.0,199,19.3221,0.9,0,0.0,0.5,0.0,0.693147,550.1
T3,S127,1,1,5.0,5.0,32024.0,0.0,208,18.6898,0.9,0,0.0,0.5,1.0,0.693147,3702.4
T3,S128,2,2,8.0,8.0,110863.0,0.0,213,18.3197,0.8,1,0.0,1.0,1.0,1.09861,12086.3
T3,S132,1,1,0.0,0.0,4448.0,0.0,239,17.289,0.9,0,0.0,0.5,0.0,0.693147,944.8
T3,S133,1,1,3.0,3.0,20686.0,0.0,249,17.1403,0.9,0,0.0,0.5,1.0,0.693147,2568.6
T3,S134,1,1,5.0,5.0,25971.0,0.0,259,17.3054,0.9,0,0.0,0.5,1.0,0.693147,3097.1
T3,S136,1,1,1.0,1.0,542.0,0.0,275,17.8277,0.9,0,0.0,0.5,1.0,0.693147,554.2
T3,S137,2,1,3.0,3.0,60314.0,0.0,281,17.4635,0.9,0,0.0,0.5,1.0,0.693147,6531.4
T3,S138,5,3,15.0,15.0,143842.0,0.0,290,16.93,0.7,1,0.0,1.5,1.0,1.38629,15884.2
T3,S140,4,2,10.0,10.0,187386.0,0.0,309,16.8727,0.8,1,0.0,1.0,1.0,1.09861,19738.6
T3,S141,2,2,2.0,2.0,25801.0,0.0,320,17.0871,0.8,1,0.0,1.0,1.0,1.09861,3580.1
T3,S142,2,1,6.0,6.0,58783.0,0.0,331,17.6751,0.9,0,0.0,0.5,1.0,0.693147,6378.3
T3,S143,1,0,5.0,5.0,21456.0,0.0,342,17.5859,1.0,0,0.0,0.0,1.0,0.0,2145.6
T3,S144,2,1,8.0,8.0,72640.0,0.0,353,17.4937,0.9,0,0.0,0.5,1.0,0.693147,7764.0
T3,S146,1,1,1.0,1.0,7300.0,0.0,371,17.7886,0.9,0,0.0,0.5,1.0,0.693147,1230.0
T3,S147,2,1,3.0,3.0,2570.0,0.0,381,17.8784,0.9,0,0.0,0.5,1.0,0.693147,757.0
T3,S148,6,3,12.0,12.0,69965.0,0.0,391,17.4277,0.7,1,0.0,1.5,1.0,1.38629,8496.5
T3,S150,2,1,8.0,8.0,44325.0,0.0,405,17.0044,0.9,0,0.0,0.5,1.0,0.693147,4932.5
T3,S151,1,1,5.0,5.0,107624.0,0.0,409,16.8696,0.9,0,0.0,0.5,1.0,0.693147,11262.4
T3,S152,2,1,3.0,3.0,15002.0,0.0,414,16.6871,0.9,0,0.0,0.5,1.0,0.693147,2000.2
T3,S153,1,1,5.0,5.0,33220.0,0.0,420,16.5126,0.9,0,0.0,0.5,1.0,0.693147,3822.0
T3,S154,2,0,7.0,7.0,46.0,0.0,426,16.3007,1.0,0,0.0,0.0,1.0,0.0,4.6
T3,S155,1,1,3.0,3.0,33680.0,0.0,430,16.2186,0.9,0,0.0,0.5,1.0,0.693147,3868.0
T3,S157,5,3,5.5,5.5,63438.0,0.0,441,15.8427,0.7,1,0.0,1.5,1.0,1.38629,7843.8
T3,S158,5,4,8.0,8.0,84302.0,0.0,452,15.4729,0.6,1,0.0,2.0,1.0,1.60944,10430.2
T3,S159,18,3,24.0,24.0,334916.0,0.0,463,15.1218,0.7,1,0.0,1.5,1.0,1.38629,34991.6
T3,S160,1,1,2.0,2.0,2140.0,0.0,473,15.007,0.9,0,0.0,0.5,1.0,0.693147,714.0
T3,S161,6,2,12.5,12.5,92028.0,0.0,484,14.6693,0.8,1,0.0,1.0,1.0,1.09861,10202.8
T3,S162,1,1,2.0,2.0,8593.0,0.0,493,14.4325,0.9,0,0.0,0.5,1.0,0.693147,1359.3
T3,S163,10,3,17.0,17.0,93720.0,0.0,502,14.1872,0.7,1,0.0,1.5,1.0,1.38629,10872.0
T3,S164,1,1,1.0,1.0,9639.0,0.0,506,14.1085,0.9,0,0.0,0.5,1.0,0.693147,1463.9
T3,S166,13,3,12.5,12.5,70987.0,0.0,516,13.8598,0.7,1,0.0,1.5,1.0,1.38629,8598.7
T3,S167,9,4,11.5,11.5,79277.0,0.0,523,13.6998,0.6,1,0.0,2.0,1.0,1.60944,9927.7
T3,S168,6,4,7.0,7.0,53448.0,0.0,528,13.5916,0.6,1,0.0,2.0,1.0,1.60944,7344.8
T3,S169,5,2,11.0,11.0,72143.0,0.0,531,13.5279,0.8,1,0.0,1.0,1.0,1.09861,8214.3
T3,S170,5,2,4.0,4.0,24529.0,0.0,534,13.6769,0.8,1,0.0,1.0,1.0,1.09861,3452.9
T3,S171,10,4,12.0,12.0,32569.0,0.0,538,13.5862,0.6,1,0.0,2.0,1.0,1.60944,5256.9
T3,S172,7,2,13.5,13.5,100049.0,0.0,542,13.5412,0.8,1,0.0,1.0,1.0,1.09861,11004.9
T3,S174,2,1,4.0,4.0,47810.0,0.0,549,13.4166,0.9,0,0.0,0.5,1.0,0.693147,5281.0
T3,S175,1,1,3.0,3.0,3071.0,0.0,559,13.2066,0.9,0,0.0,0.5,1.0,0.693147,807.1
T3,S176,4,3,1.5,1.5,13371.0,0.0,570,12.9566,0.7,1,0.0,1.5,1.0,1.38629,2837.1
T3,S178,6,3,16.5,16.5,123872.0,0.0,589,12.5456,0.7,1,0.0,1.5,1.0,1.38629,13887.2
T3,S179,3,2,5.5,5.5,39945.0,0.0,599,12.3684,0.8,1,0.0,1.0,1.0,1.09861,4994.5
T3,S180,3,1,3.5,3.5,20543.0,0.0,610,12.4709,0.9,0,0.0,0.5,1.0,0.693147,2554.3
T3,S181,4,2,6.5,6.5,40362.0,0.0,614,12.4132,0.8,1,0.0,1.0,1.0,1.09861,5036.2
T3,S183,5,4,9.5,9.5,32511.0,0.0,624,12.2597,0.6,1,0.0,2.0,1.0,1.60944,5251.1
T3,S184,7,2,12.0,12.0,74360.0,0.0,628,12.2094,0.8,1,0.0,1.0,1.0,1.09861,8436.0
T3,S187,2,1,2.5,2.5,15976.0,0.0,636,12.0823,0.9,0,0.0,0.5,1.0,0.693147,2097.6
T3,S188,3,1,2.0,2.0,36145.0,0.0,638,12.0483,0.9,0,0.0,0.5,1.0,0.693147,4114.5
T3,S189,5,3,1.0,1.0,139744.0,0.0,643,11.9747,0.7,1,0.0,1.5,1.0,1.38629,15474.4
T3,S190,1,1,1.0,1.0,2887.0,0.0,650,11.9858,0.9,0,0.0,0.5,1.0,0.693147,788.7
T3,S192,7,2,3.0,2.5,27004.0,0.0,657,11.8876,0.8,1,0.25,1.0,0.833333,1.09861,3712.9
T3,S193,2,1,1.0,1.0,29631.0,0.0,663,11.7852,0.9,0,0.0,0.5,1.0,0.693147,3463.1
T3,S195,4,2,5.5,5.5,32158.0,0.0,671,11.6459,0.8,1,0.0,1.0,1.0,1.09861,4215.8
T3,S196,8,2,7.0,7.0,78528.0,0.0,672,11.6368,0.8,1,0.0,1.0,1.0,1.09861,8852.8
T3,S197,11,3,7.0,7.0,100314.0,0.0,680,11.644,0.7,1,0.0,1.5,1.0,1.38629,11531.4
T3,S198,3,2,2.0,2.0,35586.0,0.0,689,11.5963,0.8,1,0.0,1.0,1.0,1.09861,4558.6
T3,S200,5,4,5.5,5.5,66809.0,0.0,706,11.5777,0.6,1,0.0,2.0,1.0,1.60944,8680.9
T3,S201,2,1,2.0,2.0,30560.0,0.0,711,11.511,0.9,0,0.0,0.5,1.0,0.693147,3556.0
T3,S202,9,3,6.5,6.5,63478.0,0.0,718,11.4586,0.7,1,0.0,1.5,1.0,1.38629,7847.8
T3,S203,2,2,2.0,2.0,52847.0,0.0,726,11.3618,0.8,1,0.0,1.0,1.0,1.09861,6284.7
T3,S204,2,1,1.5,1.5,25252.0,0.0,734,11.2596,0.9,0,0.0,0.5,1.0,0.693147,3025.2
T3,S205,9,2,8.0,8.0,169206.0,0.0,739,11.1853,0.8,1,0.0,1.0,1.0,1.09861,17920.6
T3,S206,6,4,7.0,7.0,57789.0,0.0,747,11.0989,0.6,1,0.0,2.0,1.0,1.60944,7778.9
T3,S207,2,2,1.0,1.0,3189.0,0.0,753,11.0316,0.8,1,0.0,1.0,1.0,1.09861,1318.9
T3,S208,8,3,3.5,3.5,100030.0,0.0,761,10.955,0.7,1,0.0,1.5,1.0,1.38629,11503.0
T3,S209,6,2,2.5,2.5,14871.0,0.0,769,10.8728,0.8,1,0.0,1.0,1.0,1.09861,2487.1
T3,S210,10,3,5.0,5.0,290624.0,0.0,779,10.929,0.7,1,0.0,1.5,1.0,1.38629,30562.4
T3,S211,13,4,8.5,8.5,55911.0,0.0,785,10.8709,0.6,1,0.0,2.0,1.0,1.60944,7591.1
T3,S212,7,2,4.5,4.5,44698.0,0.0,792,10.8499,0.8,1,0.0,1.0,1.0,1.09861,5469.8
T3,S213,13,4,13.0,13.0,224885.0,0.0,801,10.796,0.6,1,0.0,2.0,1.0,1.60944,24488.5
T3,S214,10,4,7.0,7.0,171763.0,0.0,810,10.7426,0.6,1,0.0,2.0,1.0,1.60944,19176.3
T3,S215,8,2,5.0,5.0,97725.0,0.0,816,10.7138,0.8,1,0.0,1.0,1.0,1.09861,10772.5
T3,S216,21,7,10.5,10.5,241964.0,0.0,823,10.6396,0.3,2,0.0,3.5,1.0,2.07944,27696.4
T3,S218,11,4,9.5,9.5,95031.0,0.0,842,10.4248,0.6,1,0.0,2.0,1.0,1.60944,11503.1
T3,S219,28,2,16.0,16.0,106590.0,0.0,853,10.3073,0.8,1,0.0,1.0,1.0,1.09861,11659.0
T3,S220,23,5,11.0,11.0,117179.0,0.0,865,10.2984,0.5,2,0.0,2.5,1.0,1.79176,14217.9
T3,S221,29,4,20.0,20.0,103115.0,0.0,876,10.1815,0.6,1,0.0,2.0,1.0,1.60944,12311.5
T3,S222,33,4,22.5,22.5,156520.0,0.0,884,10.1175,0.6,1,0.0,2.0,1.0,1.60944,17652.0
T3,S223,57,6,37.5,37.5,584763.0,0.0,889,10.1084,0.4,2,0.0,3.0,1.0,1.94591,61476.3
T3,S224,10,6,7.0,7.0,116416.0,0.0,896,10.0958,0.4,2,0.0,3.0,1.0,1.94591,14641.6
T3,S225,7,3,2.0,2.0,62326.0,0.0,902,10.0641,0.7,1,0.0,1.5,1.0,1.38629,7732.6
T3,S226,27,5,9.5,9.5,153044.0,0.0,907,10.013,0.5,2,0.0,2.5,1.0,1.79176,17804.4
T3,S227,12,4,11.0,11.0,126515.0,0.0,912,9.97177,0.6,1,0.0,2.0,1.0,1.60944,14651.5
T3,S228,19,5,10.5,10.5,88142.0,0.0,917,9.94136,0.5,2,0.0,2.5,1.0,1.79176,11314.2
T3,S229,12,4,11.0,11.0,135824.0,0.0,921,9.91498,0.6,1,0.0,2.0,1.0,1.60944,15582.4
T3,S230,41,8,33.5,33.5,188496.0,0.0,930,9.95994,0.2,2,0.0,4.0,1.0,2.19722,22849.6
T3,S231,27,7,22.5,22.5,260688.0,0.0,936,9.93613,0.3,2,0.0,3.5,1.0,2.07944,29568.8
T3,S232,5,4,4.5,4.5,64373.0,0.0,941,9.91466,0.6,1,0.0,2.0,1.0,1.60944,8437.3
T3,S233,10,4,14.5,14.5,242578.0,0.0,946,9.86697,0.6,1,0.0,2.0,1.0,1.60944,26257.8
T3,S234,17,4,22.5,22.5,153137.0,0.0,950,9.84066,0.6,1,0.0,2.0,1.0,1.60944,17313.7
T3,S235,12,5,24.5,24.5,208378.0,0.0,956,9.80867,0.5,2,0.0,2.5,1.0,1.79176,23337.8
T3,S236,14,6,14.5,14.5,227340.0,0.0,960,9.79748,0.4,2,0.0,3.0,1.0,1.94591,25734.0
T3,S237,9,4,14.5,14.5,127741.0,0.0,964,9.78015,0.6,1,0.0,2.0,1.0,1.60944,14774.1
T3,S238,9,5,6.0,6.0,68677.0,0.0,971,9.73174,0.5,2,0.0,2.5,1.0,1.79176,9367.7
T3,S239,25,4,22.0,22.0,112508.0,0.0,978,9.69476,0.6,1,0.0,2.0,1.0,1.60944,13250.8
T3,S240,26,5,14.0,14.0,128540.0,0.0,985,9.80974,0.5,2,0.0,2.5,1.0,1.79176,15354.0
T3,S241,11,1,10.5,10.5,66003.0,0.0,992,9.77577,0.9,0,0.0,0.5,1.0,0.693147,7100.3
T3,S242,7,1,3.5,3.5,75758.0,0.0,1002,9.69858,0.9,0,0.0,0.5,1.0,0.693147,8075.8
T3,S243,5,2,2.0,2.0,33395.0,0.0,1006,9.66645,0.8,1,0.0,1.0,1.0,1.09861,4339.5
T3,S244,6,5,9.0,9.0,72664.0,0.0,1013,9.60206,0.5,2,0.0,2.5,1.0,1.79176,9766.4
T3,S245,12,6,8.0,8.0,75339.0,0.0,1017,9.59181,0.4,2,0.0,3.0,1.0,1.94591,10533.9
T3,S246,22,4,20.0,20.0,94682.0,0.0,1021,9.56204,0.6,1,0.0,2.0,1.0,1.60944,11468.2
T3,S247,11,4,9.5,9.5,42951.0,360.0,1026,9.53491,0.6,1,0.0,2.0,1.0,1.60944,6295.1
T3,S248,6,3,4.5,4.5,34040.0,0.0,1032,9.48961,0.7,1,0.0,1.5,1.0,1.38629,4904.0
T3,S249,9,3,10.0,10.0,73092.0,0.0,1041,9.41758,0.7,1,0.0,1.5,1.0,1.38629,8809.2
T3,S250,8,3,1.0,1.0,29153.0,0.0,1046,9.40123,0.7,1,0.0,1.5,1.0,1.38629,4415.3
T3,S251,3,2,0.0,0.0,25346.0,0.0,1050,9.36633,0.8,1,0.0,1.0,0.0,1.09861,3534.6
T3,S252,10,4,3.0,3.0,132427.0,0.0,1055,9.3219,0.6,1,0.0,2.0,1.0,1.60944,15242.7
T3,S253,13,3,0.0,0.0,96225.0,0.0,1059,9.28949,0.7,1,0.0,1.5,0.0,1.38629,11122.5
T3,S254,3,1,0.0,0.0,56961.0,0.0,1070,9.1939,0.9,0,0.0,0.5,0.0,0.693147,6196.1
T3,S255,18,5,21.0,21.0,271611.0,0.0,1081,9.10026,0.5,2,0.0,2.5,1.0,1.79176,29661.1
T3,S256,3,2,1.0,1.0,9734.0,0.0,1092,9.02776,0.8,1,0.0,1.0,1.0,1.09861,1973.4
